chromosome	position	LR	CN
chr1	193251931	0.381798924454939	2
chr1	193280040	-0.284674667309834	2
chr1	193466796	-0.895380858437948	2
chr1	193675078	0.0181524292920427	2
chr1	193856167	0.241809590139114	2
chr1	194081166	-1.28455318618781	2
chr1	194157011	-0.219194236096627	2
chr1	194513089	-1.3977465775761	2
chr1	194532125	-0.62938813867538	2
chr1	194876028	-0.107662254749795	2
chr1	195196723	-0.7974866536504	2
chr1	195711082	-0.579173274537297	2
chr1	195723918	-0.806394182626866	2
chr1	195762683	-0.210296708505729	2
chr1	196128362	-1.62691803600515	2
chr1	196922297	0.102949801611184	2
chr1	196981118	-0.710708308902921	2
chr1	198261619	-0.300028810281674	2
chr1	198293760	0.0226083772637008	2
chr1	198303781	-0.689261827563032	2
chr1	198670498	0.380903561109228	2
chr1	199083829	-0.238072553405895	2
chr1	199285299	0.465701097982057	2
chr1	199418390	-0.474563364495044	2
chr1	199422812	-0.284073231474332	2
chr1	199671929	-0.457728660747474	2
chr1	199829947	-0.662187894565634	2
chr1	199976407	0.119722193001939	2
chr1	200175678	-0.478865036107392	2
chr1	200404132	0.183648228637139	2
chr1	201703404	-0.165265674079886	1
chr1	201731288	-0.422003033669872	1
chr1	201782246	-0.446949107432616	2
chr1	201944382	-0.307873509277917	1
chr1	202103953	-0.188436765974153	1
chr1	202178314	0.104217284056408	1
chr1	203134590	-1.20192015353397	1
chr1	203802243	0.233794875060202	1
chr1	203916879	0.0909083200247738	1
chr1	203940178	0.00452469076563246	1
chr1	204037026	-1.00479454310207	1
chr1	204240284	-0.51716279953983	1
chr1	204288473	-0.66612878474422	1
chr1	204356518	0.0992731199519139	1
chr1	204393639	0.455361541080654	1
chr1	204471079	-6.32416982941948	1
chr1	204487729	-0.243862264223832	1
chr1	204569958	0.183279082310885	1
chr1	204577253	-1.48288257193405	1
chr1	204648418	-0.657775984204128	1
chr1	204780994	0.336861758716401	1
chr1	204894685	-0.89179702743384	1
chr1	205158506	-0.491064362600561	1
chr1	205216361	0.217234695213355	1
chr1	205505508	0.10857490178302	1
chr1	205515633	-0.566970853213393	1
chr1	205609686	-0.160205872225197	2
chr1	205735982	0.283825664280774	2
chr1	206365248	-0.106132358740578	2
chr1	206460197	-0.269295623350891	2
chr1	206520332	0.0033756229647789	2
chr1	206652494	0.0348646175918407	2
chr1	206683619	-1.79130861418514	2
chr1	206830305	-0.547527000706578	2
chr1	206977065	0.341924509667524	2
chr1	207250813	0.42831154800165	2
chr1	207252655	0.0332851726110159	2
chr1	207547222	-0.0394418573215105	2
chr1	208059602	0.0607464493483383	2
chr1	208737428	-0.240538851295158	2
chr1	208963123	-0.248945757959217	2
chr1	209407531	0.205459194121233	2
chr1	209444777	-0.0443698636354333	2
chr1	209565614	-0.449166270917891	2
chr1	209612923	-0.109987643306855	2
chr1	209649558	0.0687698107870827	2
chr1	210138971	0.125242344597859	2
chr1	210459046	-0.295882727195926	2
chr1	210795439	0.381798924454939	2
chr1	210856317	-0.284674667309834	2
chr1	210880184	-0.895380858437948	2
chr1	210982639	0.0181524292920427	2
chr1	211397383	0.241809590139114	2
chr1	211868786	-1.28455318618781	2
chr1	212071329	-0.219194236096627	2
chr1	212233043	-1.3977465775761	2
chr1	212511630	-0.62938813867538	2
chr1	212530002	-0.107662254749795	2
chr1	212578053	-0.7974866536504	2
chr1	212659716	-0.579173274537297	2
chr1	212682921	-0.806394182626866	2
chr1	212952889	-0.210296708505729	2
chr1	213112384	-1.62691803600515	2
chr1	213196559	0.102949801611184	2
chr1	213561699	-0.710708308902921	2
chr1	213776417	-0.300028810281674	2
chr1	214126309	0.0226083772637008	2
chr1	214181930	-0.689261827563032	2
chr1	214348013	0.380903561109228	2
chr1	214452053	-0.238072553405895	2
chr1	214508002	0.465701097982057	1
chr1	214623782	-0.474563364495044	1
chr1	214628942	-0.284073231474332	2
chr1	214953334	1.28964517650297	1
chr1	215246558	-0.662187894565634	1
chr1	216031130	0.119722193001939	2
chr1	216337356	-0.478865036107392	2
chr1	216783951	0.183648228637139	2
chr1	217152531	-0.165265674079886	2
chr1	217170369	0.905943429256798	2
chr1	217464269	-0.446949107432616	2
chr1	217995163	-0.307873509277917	2
chr1	218098317	-0.188436765974153	2
chr1	218264917	0.104217284056408	2
chr1	218316416	-1.20192015353397	2
chr1	218482265	-5.86312104198801	2
chr1	218778934	0.0909083200247738	2
chr1	218908153	0.00452469076563246	2
chr1	219005663	-1.00479454310207	2
chr1	220179382	-0.51716279953983	2
chr1	220656975	-0.66612878474422	2
chr1	221050619	0.0992731199519139	2
chr1	221081737	0.455361541080654	2
chr1	221118915	-0.909701788223789	1
chr1	221401771	-0.243862264223832	1
chr1	221423261	0.183279082310885	1
chr1	221427600	0.0582822936348668	1
chr1	221861011	-0.657775984204128	1
chr1	222705838	0.336861758716401	1
chr1	223291765	-0.89179702743384	1
chr1	223349655	-0.491064362600561	1
chr1	223390899	0.217234695213355	1
chr1	223670614	0.10857490178302	1
chr1	223737517	-0.566970853213393	1
chr1	223824591	-0.160205872225197	1
chr1	223889823	0.283825664280774	1
chr1	223921754	-0.106132358740578	1
chr1	224129048	-0.269295623350891	1
chr1	224827714	-7.08497069828284	1
chr1	224987260	-5.91385585255322	1
chr1	225360494	-1.79130861418514	1
chr1	225641773	-0.547527000706578	1
chr1	226253635	-0.00783020244583824	1
chr1	226541879	0.42831154800165	1
chr1	226613772	0.0332851726110159	1
chr1	227357259	-0.0394418573215105	1
chr1	227590477	0.0607464493483383	1
chr1	227672803	-0.240538851295158	1
chr1	228278017	-0.248945757959217	1
chr1	228745678	0.205459194121233	1
chr1	229265799	-0.0443698636354333	1
chr1	229377521	-0.449166270917891	1
chr1	229701858	-0.109987643306855	1
chr1	229749014	0.0687698107870827	2
chr1	229973375	0.125242344597859	2
chr1	230383312	0.244921218153956	2
chr1	230393089	-0.552775420547605	2
chr1	230579641	0.359514466464633	2
chr1	230716462	0.0824689423922561	2
chr1	230989320	-0.0482614084116262	2
chr1	231526147	-0.217981439408695	2
chr1	232044957	0.483711747763834	2
chr1	232438966	-0.212832342150942	2
chr1	232554414	-0.0266682908252874	2
chr1	232977928	0.51149969736404	2
chr1	233114648	0.302710736524904	2
chr1	233288908	-0.146498335608856	2
chr1	234022417	0.322771845300878	2
chr1	234086032	-1.0650278195196	2
chr1	234158757	-0.328088759976165	2
chr1	234435802	-0.289278281794361	2
chr1	234468800	0.012461467833314	2
chr1	235233876	-0.216357055045469	2
chr1	235486229	-0.0878364009014474	2
chr1	235777076	0.243788716469775	2
chr1	235881895	-0.0386738921014089	2
chr1	236134278	-0.301165787285642	2
chr1	236190223	-0.644917637538672	2
chr1	236306847	-0.0766890153426702	2
chr1	236416351	-0.0841210660036085	2
chr1	236674577	0.125203543846689	2
chr1	236832957	0.0620408265834517	2
chr1	237005400	0.457414383485115	2
chr1	237337063	0.0579055580196853	2
chr1	237442595	0.388628905643007	2
chr1	237599066	-0.313286547247891	2
chr1	237748804	-0.223654514094407	2
chr1	237787794	0.0567971301532643	2
chr1	238003932	-0.0615577859824216	2
chr1	238216816	0.226307159146674	2
chr1	238485455	-2.9568008845884	2
chr1	238620979	0.16202115636451	2
chr1	239370031	0.5195816320788	2
chr1	240227730	0.60147497148658	2
chr1	240514091	2.66128025612532	2
chr1	240637037	0.351395641376794	2
chr1	240654997	-0.751951090300723	2
chr1	241003127	-0.190989542073201	2
chr1	241451590	-0.12555338686349	2
chr1	242060536	-0.727258394545108	2
chr1	242238715	0.107097826881326	2
chr1	242251027	0.236184034611478	2
chr1	242697805	0.510352209989899	2
chr1	242798081	-0.245542010734957	2
chr1	243559779	0.0526267992655213	2
chr1	243643206	-0.428002860984414	2
chr1	243760621	0.0360954484658054	2
chr1	244439040	-0.316969376580735	2
chr1	244505034	0.229049138485935	2
chr1	244676435	0.446292162877751	2
chr1	244749515	-0.182468935016449	2
chr1	244765753	0.354652335170589	2
chr1	244972512	0.345861185670322	2
chr1	245012072	0.824564311477292	2
chr1	245021587	0.00869435394860073	2
chr1	245033503	-0.317654353091472	2
chr1	245103504	-0.0558229111347322	2
chr1	245113575	0.235035207899455	2
chr1	245463690	-0.778206898393495	2
chr1	246522231	0.205882947899547	2
chr1	246715535	0.123679388036428	2
chr1	246736859	-1.79620359918548	2
chr1	246935424	0.456858958649677	2
chr1	247017114	-0.634069761065493	2
chr1	247099735	-0.625618756598879	2
chr1	247196767	-0.460149503667671	2
chr1	247219344	-0.135444640623519	2
chr1	247309193	-0.884240793513774	2
chr1	247511923	0.0619071889823137	2
chr1	247522775	0.114495284416201	2
chr1	247859458	0.00322314581463777	2
chr1	247980919	0.124780986697602	2
chr1	248127642	0.0564960290210312	2
chr1	248168289	-0.478025983667851	2
chr1	248184409	-7.10022509312842	2
chr1	248735740	0.306481475421014	2
chr1	248852572	0.227199351719384	2
